job_name,claim_level,image_order_index,image_label_contract_basis,ra_image,dec_image,fermat_potential,jacobian_det,jacobian_trace,parity_or_morse_type,dphi_AB,dphi_AC,dphi_AD,can_compute_no_t2_residual_vector,usable_for_des_frozen_score
tau_core_profile_freeze_v2_pemd_fastell_backend,bounded_profile_freeze_v2_not_converged_posterior,0,D,0.5865767278761721,0.7040300669612338,-0.8268901554472009,-0.07087633122899006,1.0600206560224048,saddle,-0.006022806016549698,-0.029414989948002734,-0.08091931417727294,False,False
tau_core_profile_freeze_v2_pemd_fastell_backend,bounded_profile_freeze_v2_not_converged_posterior,1,B,-1.5797747316891924,0.31443587682961166,-0.9078094696244738,0.03281749909634178,0.853508979857196,minimum,-0.006022806016549698,-0.029414989948002734,-0.08091931417727294,False,False
tau_core_profile_freeze_v2_pemd_fastell_backend,bounded_profile_freeze_v2_not_converged_posterior,2,C,-0.8015013245435402,-1.3678449394095276,-0.8783944796764711,-0.04684523997365289,1.0995671857623517,saddle,-0.006022806016549698,-0.029414989948002734,-0.08091931417727294,False,False
tau_core_profile_freeze_v2_pemd_fastell_backend,bounded_profile_freeze_v2_not_converged_posterior,3,A,0.7080278109472767,-1.3996680557429202,-0.9017866636079241,0.053725467621213274,0.9874362560478804,minimum,-0.006022806016549698,-0.029414989948002734,-0.08091931417727294,False,False
tau_core_profile_freeze_v1_pemd_fastell_backend,bounded_profile_freeze_v1_not_converged_posterior,0,D,0.5829150856296988,0.7068847118005471,-0.837228417415832,-0.07751195369695035,1.0743116018626921,saddle,-0.0046189199822712634,-0.029652752367206547,-0.08777285879184626,False,False
tau_core_profile_freeze_v1_pemd_fastell_backend,bounded_profile_freeze_v1_not_converged_posterior,1,B,-1.5933886214279123,0.31665511906735466,-0.9250012762076782,0.0332950538650318,0.8492070264186253,minimum,-0.0046189199822712634,-0.029652752367206547,-0.08777285879184626,False,False
tau_core_profile_freeze_v1_pemd_fastell_backend,bounded_profile_freeze_v1_not_converged_posterior,2,C,-0.8005160262459055,-1.356875056449276,-0.8953485238404717,-0.05028741206965151,1.1172316251121805,saddle,-0.0046189199822712634,-0.029652752367206547,-0.08777285879184626,False,False
tau_core_profile_freeze_v1_pemd_fastell_backend,bounded_profile_freeze_v1_not_converged_posterior,3,A,0.7063821127542385,-1.4014705080883452,-0.920382356225407,0.059983924155413315,1.005432433685825,minimum,-0.0046189199822712634,-0.029652752367206547,-0.08777285879184626,False,False
tau_core_mcmc_diag120_cont3_cold_pemd_fastell_backend,bounded_diag120_cont3_cold_not_converged_posterior,0,D,0.5940243517288212,0.7016573538481105,-0.796065588015944,-0.06794612992379695,1.0315865935226145,saddle,-0.00702939362167565,-0.02984907832942496,-0.0820537792388929,False,False
tau_core_mcmc_diag120_cont3_cold_pemd_fastell_backend,bounded_diag120_cont3_cold_not_converged_posterior,1,B,-1.591483126405147,0.30897377444812035,-0.8781193672548369,0.0331983041376033,0.8381242032898488,minimum,-0.00702939362167565,-0.02984907832942496,-0.0820537792388929,False,False
tau_core_mcmc_diag120_cont3_cold_pemd_fastell_backend,bounded_diag120_cont3_cold_not_converged_posterior,2,C,-0.803344114152319,-1.380035808212412,-0.8482702889254119,-0.04449731849782007,1.073244838277292,saddle,-0.00702939362167565,-0.02984907832942496,-0.0820537792388929,False,False
tau_core_mcmc_diag120_cont3_cold_pemd_fastell_backend,bounded_diag120_cont3_cold_not_converged_posterior,3,A,0.7098181251256017,-1.4061500863698184,-0.8710899736331612,0.05146669331256909,0.9674771908803108,minimum,-0.00702939362167565,-0.02984907832942496,-0.0820537792388929,False,False
